track_name,artist_name,year,popularity,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,language
TEASER,2PM,2016,16,GALAXY OF 2PM,0.178,0.636,216760.0,0.896,0.0,9.0,0.14,-3.69,0.0,0.0818,127.966,4.0,0.757,Korean
Freeze,2PM,2016,14,GALAXY OF 2PM,0.0439,0.765,219707.0,0.443,0.0,6.0,0.353,-9.067,1.0,0.0558,125.982,4.0,0.621,Korean
Party Monster,2PM,2016,14,GALAXY OF 2PM,0.148,0.8,184533.0,0.875,0.0,0.0,0.372,-2.015,1.0,0.0442,107.983,4.0,0.694,Korean
想像してみて,2PM,2016,16,GALAXY OF 2PM,0.00977,0.662,195720.0,0.904,0.0,0.0,0.342,-3.538,1.0,0.148,127.955,4.0,0.638,Korean
天の川 〜GALAXY〜,2PM,2016,18,GALAXY OF 2PM<リパッケージ>,0.921,0.582,235733.0,0.292,0.0,11.0,0.124,-7.799,1.0,0.0311,86.714,4.0,0.28,Korean
The GALAXY,2PM,2016,14,GALAXY OF 2PM,0.000178,0.73,85240.0,0.48,0.704,0.0,0.0813,-7.148,0.0,0.0888,118.909,4.0,0.211,Korean
Shining Star,2PM,2016,17,GALAXY OF 2PM,0.352,0.691,230773.0,0.876,0.0,1.0,0.105,-3.437,0.0,0.0372,104.972,4.0,0.636,Korean
忘れないで,2PM,2016,18,GALAXY OF 2PM,0.479,0.64,241067.0,0.547,0.0,11.0,0.115,-5.503,1.0,0.04,77.953,4.0,0.484,Korean
HIGHER,2PM,2016,11,GALAXY OF 2PM<リパッケージ>,0.105,0.729,184200.0,0.892,0.0,0.0,0.2,-3.207,0.0,0.0864,95.012,4.0,0.674,Korean
Promise (I'll be) -Japanese ver.-,2PM,2016,16,Promise (I'll be) -Japanese ver.-,0.03,0.53,209347.0,0.911,0.0,4.0,0.0954,-3.693,1.0,0.0889,159.91,4.0,0.459,Korean
想像してみて,2PM,2016,8,GALAXY OF 2PM<リパッケージ>,0.00977,0.662,195720.0,0.904,0.0,0.0,0.342,-3.538,1.0,0.148,127.955,4.0,0.638,Korean
My House -Japanese ver.-,2PM,2016,10,GALAXY OF 2PM<リパッケージ>,0.0592,0.608,190373.0,0.726,0.0,1.0,0.0672,-4.375,0.0,0.313,176.07,4.0,0.841,Korean
The GALAXY,2PM,2016,6,GALAXY OF 2PM<リパッケージ>,0.000178,0.73,85240.0,0.48,0.704,0.0,0.0813,-7.148,0.0,0.0888,118.909,4.0,0.211,Korean
SET ME FREE,2PM,2016,11,GALAXY OF 2PM<リパッケージ>,0.0689,0.706,204693.0,0.777,0.0,11.0,0.168,-2.867,1.0,0.107,121.995,4.0,0.596,Korean
TEASER,2PM,2016,7,GALAXY OF 2PM<リパッケージ>,0.178,0.636,216760.0,0.896,0.0,9.0,0.14,-3.69,0.0,0.0818,127.966,4.0,0.757,Korean
Party Monster,2PM,2016,7,GALAXY OF 2PM<リパッケージ>,0.148,0.8,184533.0,0.875,0.0,0.0,0.372,-2.015,1.0,0.0442,107.983,4.0,0.694,Korean
Kick it,2PM,2016,3,Kick it,0.0856,0.854,263825.0,0.664,0.0,11.0,0.237,-6.932,1.0,0.27,133.037,4.0,0.256,Korean
忘れないで,2PM,2016,9,GALAXY OF 2PM<リパッケージ>,0.479,0.64,241067.0,0.547,0.0,11.0,0.115,-5.503,1.0,0.04,77.953,4.0,0.484,Korean
Freeze,2PM,2016,7,GALAXY OF 2PM<リパッケージ>,0.0439,0.765,219707.0,0.443,0.0,6.0,0.353,-9.067,1.0,0.0558,125.982,4.0,0.621,Korean
Shining Star,2PM,2016,9,GALAXY OF 2PM<リパッケージ>,0.352,0.691,230773.0,0.876,0.0,1.0,0.105,-3.437,0.0,0.0372,104.972,4.0,0.636,Korean
一緒に過ごした時間,2PM,2016,12,GALAXY OF 2PM<リパッケージ>,0.0835,0.386,314627.0,0.669,0.0,5.0,0.1,-5.443,1.0,0.0426,170.064,4.0,0.38,Korean
Talk about your love,2PM,2016,8,GALAXY OF 2PM<リパッケージ>,0.00225,0.695,255373.0,0.91,7.25e-06,1.0,0.167,-1.926,1.0,0.096,117.965,4.0,0.57,Korean
Sing It - Code3000 Remix,"AM2PM, Code3000",2016,0,Am2Pm Presents House Arrest,0.00156,0.728,392381.0,0.95,0.743,0.0,0.0287,-4.45,1.0,0.0502,125.992,4.0,0.864,Korean
Sing It - Code3000 Instrumental Mix,"AM2PM, Code3000",2016,0,"Masquerade House Club, Vol. 19",0.000821,0.791,391848.0,0.972,0.917,9.0,0.0316,-4.831,0.0,0.0499,125.987,4.0,0.822,Korean
Sing It - Code3000 Remix,"AM2PM, Code3000",2016,0,"At Night - Amsterdam, Vol. 2",0.00156,0.728,392381.0,0.95,0.743,0.0,0.0287,-4.45,1.0,0.0502,125.992,4.0,0.864,Korean
My House,2PM,2015,60,No.5,0.00148,0.557,187644.0,0.739,0.0,6.0,0.0663,-3.686,0.0,0.254,176.001,4.0,0.768,Korean
Hallucination,2PM,2015,33,No.5,0.0116,0.765,213109.0,0.861,2.99e-06,4.0,0.228,-3.402,0.0,0.0429,108.005,4.0,0.542,Korean
Nobody Else,2PM,2015,30,No.5,0.257,0.705,248570.0,0.778,0.0,1.0,0.112,-4.232,0.0,0.0347,101.996,4.0,0.369,Korean
Hotter Than July,2PM,2015,23,No.5,0.0446,0.759,218945.0,0.8,0.0,7.0,0.076,-4.857,1.0,0.0424,96.018,4.0,0.405,Korean
RED,2PM,2015,23,No.5,0.0735,0.674,226854.0,0.689,0.0,11.0,0.0853,-5.428,1.0,0.0688,133.994,4.0,0.576,Korean
Not The Only One,2PM,2015,22,No.5,0.086,0.756,197825.0,0.789,0.0,6.0,0.131,-3.124,0.0,0.192,100.049,4.0,0.572,Korean
Wanna Love You Again,2PM,2015,21,No.5,0.81,0.698,245967.0,0.501,0.0,5.0,0.101,-6.101,0.0,0.0452,123.935,4.0,0.438,Korean
Magic,2PM,2015,23,No.5,0.0851,0.699,187550.0,0.962,0.0,8.0,0.0599,-2.415,1.0,0.0359,109.939,4.0,0.892,Korean
Guilty Love,2PM,2015,29,2PM OF 2PM,0.0506,0.783,186027.0,0.85,4.1e-05,3.0,0.0618,-2.664,0.0,0.0419,127.979,4.0,0.948,Korean
Good Man,2PM,2015,21,No.5,0.344,0.488,225118.0,0.48,0.0,8.0,0.126,-5.233,0.0,0.0356,115.883,3.0,0.206,Korean
365,2PM,2015,30,2PM OF 2PM,0.0101,0.603,216093.0,0.858,0.0,6.0,0.0835,-3.519,1.0,0.0621,131.962,4.0,0.689,Korean
Jump,2PM,2015,22,No.5,0.0012,0.611,188103.0,0.95,0.0,5.0,0.777,-3.34,0.0,0.0486,131.931,4.0,0.572,Korean
春風 〜Good-bye Again〜,2PM,2015,30,2PM OF 2PM,0.676,0.487,308733.0,0.539,0.0,2.0,0.225,-5.072,1.0,0.0266,73.682,4.0,0.265,Korean
Know Your Mind,2PM,2015,19,No.5,0.388,0.759,209244.0,0.57,0.0,5.0,0.184,-7.496,0.0,0.0503,100.007,4.0,0.649,Korean
Burning Love,2PM,2015,26,2PM OF 2PM,0.00218,0.653,249920.0,0.947,0.0,1.0,0.271,-2.798,1.0,0.21,127.002,4.0,0.663,Korean
About To Go Insane,2PM,2015,17,No.5,0.0235,0.677,208198.0,0.884,0.0,7.0,0.116,-4.568,1.0,0.0515,104.998,4.0,0.657,Korean
I know,2PM,2015,18,2PM OF 2PM <リパッケージ>,0.212,0.544,303707.0,0.566,0.0,3.0,0.11,-5.497,1.0,0.0293,81.033,4.0,0.364,Korean
Fight,2PM,2015,18,2PM OF 2PM,0.00217,0.51,186320.0,0.96,0.0,11.0,0.188,-2.223,0.0,0.0759,127.961,4.0,0.621,Korean
Everybody,2PM,2015,19,2PM OF 2PM,0.0249,0.682,245120.0,0.872,0.0,0.0,0.708,-2.585,1.0,0.11,128.025,4.0,0.357,Korean
Sexy Ladies,2PM,2015,18,2PM OF 2PM,0.196,0.721,222213.0,0.882,0.0,2.0,0.356,-3.952,1.0,0.0435,111.987,4.0,0.804,Korean
誓いのクリスマス,2PM,2015,18,HIGHER (初回生産盤A),0.0534,0.489,245200.0,0.71,0.0,1.0,0.079,-2.967,1.0,0.0404,149.749,4.0,0.376,Korean
THROUGH THE FIRE,2PM,2015,15,2PM OF 2PM,0.0315,0.763,232813.0,0.91,0.0,7.0,0.061,-2.413,1.0,0.0564,126.014,4.0,0.723,Korean
Shiny Girl,2PM,2015,14,2PM OF 2PM,0.00308,0.623,222307.0,0.884,0.0,4.0,0.307,-3.619,0.0,0.0438,101.984,4.0,0.533,Korean
HIGHER,2PM,2015,10,HIGHER (Junho盤),0.106,0.732,185747.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
Guilty Love,2PM,2015,11,Guilty Love,0.0489,0.784,186280.0,0.844,2.77e-05,3.0,0.0587,-2.676,0.0,0.0417,127.994,4.0,0.934,Korean
春風 〜Good-bye Again〜,2PM,2015,12,2PM OF 2PM <リパッケージ>,0.676,0.487,310693.0,0.539,0.0,2.0,0.224,-5.072,1.0,0.0266,73.682,4.0,0.265,Korean
Burning Love,2PM,2015,8,2PM OF 2PM <リパッケージ>,0.00218,0.653,249920.0,0.947,0.0,1.0,0.271,-2.798,1.0,0.21,127.002,4.0,0.663,Korean
Fight,2PM,2015,8,2PM OF 2PM <リパッケージ>,0.00217,0.51,186320.0,0.96,0.0,11.0,0.188,-2.223,0.0,0.0759,127.961,4.0,0.621,Korean
Slender Man,2PM,2015,15,2PM OF 2PM,0.0381,0.724,199320.0,0.851,0.0,0.0,0.0473,-2.665,1.0,0.0771,110.053,4.0,0.825,Korean
Jam Session,2PM,2015,15,2PM OF 2PM,0.0163,0.74,233333.0,0.904,0.0,11.0,0.0449,-3.103,0.0,0.0858,135.067,4.0,0.847,Korean
ミダレテミナ,2PM,2015,18,2PM OF 2PM,0.0236,0.76,243307.0,0.919,0.0,10.0,0.356,-1.528,0.0,0.0488,122.997,4.0,0.962,Korean
Sexy Ladies,2PM,2015,10,2PM OF 2PM <リパッケージ>,0.196,0.721,222213.0,0.882,0.0,2.0,0.356,-3.952,1.0,0.0435,111.987,4.0,0.804,Korean
THROUGH THE FIRE,2PM,2015,8,2PM OF 2PM <リパッケージ>,0.0315,0.763,232813.0,0.91,0.0,7.0,0.061,-2.413,1.0,0.0564,126.014,4.0,0.723,Korean
Guilty Love,2PM,2015,10,2PM OF 2PM <リパッケージ>,0.0506,0.783,186027.0,0.85,4.1e-05,3.0,0.0618,-2.664,0.0,0.0419,127.979,4.0,0.948,Korean
HIGHER,2PM,2015,2,HIGHER (Nichkhun盤),0.106,0.732,185373.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
Shiny Girl,2PM,2015,6,2PM OF 2PM <リパッケージ>,0.00308,0.623,222307.0,0.884,0.0,4.0,0.307,-3.619,0.0,0.0438,101.984,4.0,0.533,Korean
365,2PM,2015,7,Guilty Love,0.00769,0.601,217787.0,0.859,0.0,6.0,0.0832,-3.515,1.0,0.0587,131.977,4.0,0.692,Korean
My House -Japanese ver.-,2PM,2015,6,HIGHER (初回生産盤A),0.0663,0.584,190960.0,0.721,0.0,1.0,0.0721,-4.377,0.0,0.319,176.186,4.0,0.83,Korean
My House -Japanese ver.-,2PM,2015,3,HIGHER (通常盤),0.0663,0.584,190627.0,0.721,0.0,1.0,0.0689,-4.377,0.0,0.319,176.186,4.0,0.83,Korean
HIGHER,2PM,2015,7,HIGHER (初回生産盤A),0.106,0.732,185160.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
Everybody,2PM,2015,9,2PM OF 2PM <リパッケージ>,0.0249,0.682,245120.0,0.872,0.0,0.0,0.708,-2.585,1.0,0.11,128.025,4.0,0.357,Korean
HIGHER,2PM,2015,2,HIGHER (Wooyoung盤),0.106,0.732,185280.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
HIGHER,2PM,2015,4,HIGHER (Jun. K盤),0.106,0.732,185373.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
ミダレテミナ,2PM,2015,8,2PM OF 2PM <リパッケージ>,0.0236,0.76,243307.0,0.919,0.0,10.0,0.356,-1.528,0.0,0.0488,122.997,4.0,0.962,Korean
365,2PM,2015,8,2PM OF 2PM <リパッケージ>,0.0101,0.603,216093.0,0.858,0.0,6.0,0.0835,-3.519,1.0,0.0621,131.962,4.0,0.689,Korean
My House -Japanese ver.- (Without main vocal),2PM,2015,5,HIGHER (初回生産盤A),0.00882,0.718,188640.0,0.626,2.85e-05,1.0,0.0666,-6.057,0.0,0.164,175.971,4.0,0.805,Korean
Jam Session,2PM,2015,7,2PM OF 2PM <リパッケージ>,0.0163,0.74,233333.0,0.904,0.0,11.0,0.0449,-3.103,0.0,0.0858,135.067,4.0,0.847,Korean
HIGHER,2PM,2015,4,HIGHER (Taecyeon盤),0.106,0.732,185373.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
365 (Instrumental),2PM,2015,2,Guilty Love,1.46e-05,0.623,214307.0,0.774,0.931,10.0,0.0742,-5.793,0.0,0.0296,131.962,4.0,0.817,Korean
Intro,2PM,2015,6,2PM OF 2PM <リパッケージ>,0.00373,0.891,52440.0,0.652,0.0207,9.0,0.0526,-6.118,0.0,0.0581,119.968,4.0,0.74,Korean
HIGHER,2PM,2015,4,HIGHER (Chansung盤),0.106,0.732,185293.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
Guilty Love (Instrumental),2PM,2015,2,Guilty Love,0.00238,0.759,183467.0,0.854,0.845,6.0,0.0381,-3.607,1.0,0.0447,128.012,4.0,0.899,Korean
Slender Man,2PM,2015,9,2PM OF 2PM <リパッケージ>,0.0381,0.724,199320.0,0.851,0.0,0.0,0.0473,-2.665,1.0,0.0771,110.053,4.0,0.825,Korean
My House -Japanese ver.- (Without main vocal),2PM,2015,1,HIGHER (通常盤),0.0104,0.723,188680.0,0.628,2.29e-05,1.0,0.0676,-6.034,0.0,0.208,176.09,4.0,0.789,Korean
HIGHER (Instrumental),2PM,2015,1,HIGHER (Jun. K盤),0.00204,0.693,185387.0,0.741,0.829,8.0,0.132,-5.286,1.0,0.0466,94.998,4.0,0.64,Korean
HIGHER (Instrumental),2PM,2015,3,HIGHER (Junho盤),0.00184,0.68,185760.0,0.74,0.798,5.0,0.132,-5.313,0.0,0.0529,94.926,4.0,0.631,Korean
Intro,2PM,2015,11,2PM OF 2PM,0.00373,0.891,52440.0,0.652,0.0207,9.0,0.0526,-6.118,0.0,0.0581,119.968,4.0,0.74,Korean
HIGHER (Instrumental),2PM,2015,1,HIGHER (Chansung盤),0.00184,0.696,185293.0,0.743,0.784,8.0,0.13,-5.296,1.0,0.0467,94.997,4.0,0.616,Korean
HIGHER (Instrumental),2PM,2015,1,HIGHER (通常盤),0.00186,0.696,185160.0,0.741,0.844,8.0,0.136,-5.343,1.0,0.0491,95.005,4.0,0.672,Korean
HIGHER (Instrumental),2PM,2015,6,HIGHER (初回生産盤A),0.00152,0.694,185160.0,0.749,0.856,8.0,0.131,-5.318,1.0,0.0499,95.002,4.0,0.649,Korean
HIGHER,2PM,2015,7,HIGHER (通常盤),0.106,0.732,185160.0,0.9,0.0,8.0,0.139,-2.464,1.0,0.0909,95.032,4.0,0.666,Korean
Tetris - Goodlife Bubblin' Remix,2PM,2015,0,Tetris,0.000176,0.662,264040.0,0.904,0.73,8.0,0.264,-8.105,1.0,0.0428,139.952,4.0,0.45,Korean
Open Your Eyes - Extended Mix,2PM,2015,0,2PM,0.00013,0.639,300600.0,0.886,0.877,0.0,0.106,-6.289,1.0,0.0362,131.986,4.0,0.549,Korean
C'mon - Extended Mix,2PM,2015,0,2PM,0.000278,0.686,325493.0,0.885,0.912,10.0,0.111,-5.382,0.0,0.0457,140.015,4.0,0.47,Korean
Moutain King - From Dovregubbens Hall,2PM,2015,0,2PM,0.025,0.596,201787.0,0.965,0.943,11.0,0.372,-6.735,0.0,0.0457,132.069,4.0,0.742,Korean
Open Your Eyes,2PM,2015,0,2PM,0.000332,0.497,181960.0,0.99,0.714,5.0,0.102,-4.795,1.0,0.0406,132.084,4.0,0.35,Korean
Hysterica,2PM,2015,0,2PM,0.000273,0.615,240000.0,0.993,0.879,10.0,0.338,-6.573,0.0,0.0716,133.563,4.0,0.865,Korean
HIGHER (Instrumental),2PM,2015,1,HIGHER (Taecyeon盤),0.00163,0.691,185387.0,0.741,0.829,8.0,0.137,-5.312,1.0,0.0467,94.998,4.0,0.608,Korean
HIGHER (Instrumental),2PM,2015,0,HIGHER (Wooyoung盤),0.00155,0.688,185293.0,0.741,0.823,8.0,0.13,-5.293,1.0,0.0487,94.989,4.0,0.623,Korean
Hand in Hand,2PM,2015,0,2PM,0.00327,0.514,250213.0,0.985,0.0476,9.0,0.143,-5.93,0.0,0.0629,140.091,4.0,0.405,Korean
C'mon,2PM,2015,0,2PM,0.000328,0.645,199587.0,0.931,0.872,10.0,0.137,-5.304,0.0,0.0431,140.007,4.0,0.321,Korean
The Crow,2PM,2015,0,2PM,0.000346,0.527,320773.0,0.997,0.632,11.0,0.126,-5.823,0.0,0.0523,133.565,4.0,0.377,Korean
Tetris - Artento Divini Remix,"2PM, Artento Divini",2015,0,Tetris,0.0169,0.613,430400.0,0.994,0.89,1.0,0.113,-10.156,1.0,0.0533,139.999,4.0,0.119,Korean
Open Your Eyes - Club Edit,2PM,2015,0,Open Your Eyes,0.000137,0.641,302533.0,0.893,0.876,0.0,0.111,-6.3,1.0,0.0364,131.995,4.0,0.563,Korean
Mountain King - Extended Mix - From Dovregubbens Hall,2PM,2015,0,2PM,0.000787,0.684,323813.0,0.947,0.909,11.0,0.0293,-7.104,1.0,0.0517,132.037,4.0,0.729,Korean
Tetris - Radio Version,2PM,2015,0,Tetris,0.00117,0.632,173893.0,0.935,0.913,1.0,0.344,-7.637,0.0,0.0337,140.029,4.0,0.897,Korean
HIGHER (Instrumental),2PM,2015,1,HIGHER (Nichkhun盤),0.00172,0.697,185373.0,0.736,0.781,8.0,0.132,-5.346,1.0,0.0484,95.001,4.0,0.648,Korean
Tetris - Buzz & Flipswitch Remix,"2PM, Buzz & Flipswitch",2015,0,Tetris,0.0157,0.657,328093.0,0.999,0.907,11.0,0.105,-9.748,0.0,0.0568,140.008,4.0,0.0696,Korean
Open Your Eyes,2PM,2015,0,Open Your Eyes,0.000262,0.494,183400.0,0.99,0.712,5.0,0.105,-4.827,1.0,0.0403,132.068,4.0,0.349,Korean
Last Dance,2PM,2015,0,2PM,0.000201,0.508,243427.0,0.982,0.931,11.0,0.331,-6.347,1.0,0.0433,139.993,4.0,0.383,Korean
Open Your Eyes - 2PM Partymix,2PM,2015,0,Open Your Eyes,0.00275,0.38,279253.0,0.984,0.897,10.0,0.128,-4.858,0.0,0.0434,137.862,4.0,0.477,Korean
Messiah,2PM,2015,0,2PM,0.0191,0.379,254613.0,0.997,0.239,6.0,0.366,-6.5,0.0,0.127,136.542,4.0,0.352,Korean
Little Star,2PM,2015,0,2PM,0.00204,0.519,246800.0,0.993,0.547,0.0,0.193,-6.68,1.0,0.0427,138.087,4.0,0.51,Korean
Fantasy,2PM,2015,0,2PM,0.00818,0.583,224800.0,0.997,0.202,8.0,0.0965,-5.474,1.0,0.0578,140.106,4.0,0.304,Korean
Sonata - From Sonata No. 11,2PM,2015,0,2PM,0.0507,0.578,223867.0,0.995,0.915,6.0,0.34,-6.302,0.0,0.0521,136.586,4.0,0.565,Korean
Sonata - Extended Mix - From Sonata No. 11,2PM,2015,0,2PM,0.0048,0.683,350507.0,0.994,0.922,9.0,0.219,-4.058,1.0,0.0565,136.534,4.0,0.678,Korean
Sing It - Code3000 Dub Mix,"AM2PM, Code3000",2015,0,"House Boutique, Vol. 9 - Funky & Uplifting House Tunes",0.0019,0.766,391596.0,0.953,0.818,0.0,0.0303,-4.693,1.0,0.0512,125.987,4.0,0.88,Korean
Without Love,"AM2PM, Jeremy Juno",2015,0,Without Love,0.0223,0.791,398049.0,0.963,0.791,5.0,0.066,-8.058,0.0,0.0586,122.973,4.0,0.385,Korean
Without Love - Jeremy Juno Remix,"AM2PM, Jeremy Juno",2015,0,Without Love,0.0221,0.844,383443.0,0.843,0.141,0.0,0.0558,-9.157,1.0,0.252,123.04,4.0,0.805,Korean
GO CRAZY!,2PM,2014,46,GO CRAZY!,0.0447,0.741,239262.0,0.896,0.0,3.0,0.389,-2.445,0.0,0.104,123.018,4.0,0.886,Korean
I'm Your Man (Kor Ver.),2PM,2014,33,GO CRAZY!,0.0116,0.763,190154.0,0.949,0.0,0.0,0.104,-2.894,1.0,0.112,132.991,4.0,0.774,Korean
Merry-go-round,2PM,2014,32,GENESIS OF 2PM,0.0921,0.592,225800.0,0.887,0.0,8.0,0.126,-2.908,0.0,0.0498,133.92,4.0,0.643,Korean
Winter Games,2PM,2014,30,GENESIS OF 2PM,0.403,0.628,205933.0,0.872,0.0,7.0,0.159,-3.313,1.0,0.0333,133.948,4.0,0.414,Korean
Rain,2PM,2014,21,GO CRAZY!,0.234,0.674,234473.0,0.775,0.0,11.0,0.343,-4.341,0.0,0.044,155.895,4.0,0.611,Korean
Boyfriend,2PM,2014,17,GO CRAZY!,0.277,0.591,229949.0,0.781,2.67e-05,4.0,0.134,-3.715,0.0,0.0471,140.06,4.0,0.605,Korean
Falling in love,2PM,2014,27,GENESIS OF 2PM,0.0562,0.66,218093.0,0.935,0.0,1.0,0.382,-2.507,1.0,0.0431,129.924,4.0,0.831,Korean
NEXT Generation,2PM,2014,29,GENESIS OF 2PM,0.0507,0.758,268747.0,0.752,0.0,0.0,0.033,-3.114,0.0,0.0336,129.988,4.0,0.771,Korean
GIVE ME LOVE,2PM,2014,29,GENESIS OF 2PM,0.00798,0.71,239173.0,0.951,1.19e-06,0.0,0.192,-3.499,0.0,0.0554,127.987,4.0,0.883,Korean
She's ma girl,2PM,2014,17,GO CRAZY!,0.511,0.495,188808.0,0.702,0.0,8.0,0.252,-2.987,1.0,0.0496,169.829,4.0,0.644,Korean
Beautiful (Kor Ver.),2PM,2014,20,GO CRAZY!,0.006,0.671,236385.0,0.876,0.0,0.0,0.374,-4.656,1.0,0.0649,126.979,4.0,0.712,Korean
Like Tonight,2PM,2014,17,GO CRAZY!,0.0555,0.684,205745.0,0.893,0.0,0.0,0.13,-2.679,1.0,0.0713,109.994,4.0,0.65,Korean
Mine,2PM,2014,16,GO CRAZY!,0.124,0.737,255139.0,0.737,0.0,1.0,0.107,-5.483,1.0,0.054,107.055,4.0,0.723,Korean
Goodbye Trip,2PM,2014,18,GO CRAZY!,0.121,0.643,184681.0,0.907,0.0,4.0,0.0653,-3.303,0.0,0.0904,136.985,4.0,0.699,Korean
Step by Step,2PM,2014,20,GENESIS OF 2PM,0.0255,0.721,206427.0,0.831,0.0,0.0,0.153,-4.648,1.0,0.0342,127.959,4.0,0.583,Korean
I want you,2PM,2014,19,GENESIS OF 2PM,0.131,0.598,226787.0,0.901,0.0,4.0,0.102,-3.106,1.0,0.05,127.999,4.0,0.554,Korean
Pull&Pull,2PM,2014,15,GO CRAZY!,0.142,0.689,193471.0,0.582,0.000252,6.0,0.0911,-5.978,1.0,0.0281,140.044,4.0,0.643,Korean
Awesome!,2PM,2014,13,GO CRAZY!,0.334,0.775,204098.0,0.859,0.0,5.0,0.0966,-2.881,1.0,0.0839,100.022,4.0,0.558,Korean
Beautiful Day,2PM,2014,18,GENESIS OF 2PM,0.707,0.608,230147.0,0.744,0.0,3.0,0.0696,-5.101,1.0,0.0321,95.026,4.0,0.467,Korean
Stay Here,2PM,2014,18,GENESIS OF 2PM,0.117,0.546,203080.0,0.955,0.0,0.0,0.0552,-2.138,1.0,0.0847,129.989,4.0,0.423,Korean
Only Girl,2PM,2014,17,GENESIS OF 2PM,0.195,0.572,266667.0,0.825,1.03e-06,10.0,0.286,-4.482,0.0,0.0376,148.034,4.0,0.767,Korean
BEAT OF LOVE,2PM,2014,15,GENESIS OF 2PM,0.0179,0.64,218787.0,0.865,0.0,10.0,0.179,-3.476,0.0,0.105,125.018,4.0,0.715,Korean
永遠〜Lasting heart〜,2PM,2014,17,GENESIS OF 2PM,0.31,0.629,201760.0,0.815,0.0,5.0,0.102,-3.656,1.0,0.0299,129.937,4.0,0.664,Korean
GO CRAZY! (djnüre VS. Fingazz Remix),"2PM, djnüre, Fingazz",2014,9,GO CRAZY! (Grand Edition),0.00563,0.775,212869.0,0.955,1.65e-05,1.0,0.389,-1.578,1.0,0.08,100.023,4.0,0.659,Korean
GENESIS,2PM,2014,13,GENESIS OF 2PM,0.0504,0.283,70373.0,0.564,0.859,8.0,0.151,-10.473,1.0,0.0497,125.896,4.0,0.0246,Korean
GO CRAZY! (BOYTOY Crazy Remix),"2PM, BOYTOY",2014,10,GO CRAZY! (Grand Edition),0.0137,0.735,251422.0,0.889,0.0,6.0,0.208,-4.158,1.0,0.133,122.951,4.0,0.704,Korean
ミダレテミナ,2PM,2014,9,ミダレテミナ,0.0262,0.759,243227.0,0.923,0.0,10.0,0.369,-1.539,0.0,0.0501,123.011,4.0,0.95,Korean
Fight,2PM,2014,5,ミダレテミナ,0.00165,0.524,187387.0,0.962,0.0,11.0,0.232,-2.217,0.0,0.073,127.908,4.0,0.653,Korean
ミダレテミナ (Instrumental),2PM,2014,2,ミダレテミナ,0.000245,0.741,243227.0,0.836,0.904,10.0,0.358,-4.16,0.0,0.0333,123.005,4.0,0.951,Korean
Fight (Instrumental),2PM,2014,2,ミダレテミナ,1.12e-05,0.48,184213.0,0.955,0.778,7.0,0.0715,-3.394,1.0,0.0487,128.049,4.0,0.641,Korean
GO CRAZY! (BOYTOY Vibe Remix),"2PM, BOYTOY",2014,6,GO CRAZY! (Grand Edition),0.00726,0.678,187226.0,0.854,0.0,6.0,0.716,-2.507,1.0,0.0412,105.006,4.0,0.711,Korean
Chilly - Original Mix,2PM,2014,0,Stratosphere,0.000185,0.536,297303.0,0.946,0.718,11.0,0.127,-4.175,1.0,0.0427,171.996,4.0,0.481,Korean
Chilly - Original mix,2PM,2014,0,Stratosphere,0.000188,0.536,297303.0,0.946,0.717,11.0,0.127,-4.175,1.0,0.0427,171.996,4.0,0.483,Korean
A.D.T.O.Y.,2PM,2013,50,Grown,0.0339,0.704,248027.0,0.852,0.0,11.0,0.125,-4.13,1.0,0.0427,147.944,4.0,0.693,Korean
Comeback When You Hear This Song,2PM,2013,35,Grown,0.0816,0.566,217867.0,0.782,0.0,0.0,0.0815,-4.04,1.0,0.0535,124.801,4.0,0.58,Korean
Zero Point,2PM,2013,34,Grown,0.0125,0.669,223773.0,0.827,0.0,0.0,0.299,-3.342,1.0,0.0306,128.015,4.0,0.812,Korean
Game Over,2PM,2013,26,Grown,0.238,0.551,225747.0,0.903,0.0,9.0,0.443,-3.265,0.0,0.176,82.993,4.0,0.696,Korean
At Times,2PM,2013,28,Grown,0.72,0.583,273560.0,0.47,0.0,1.0,0.11,-6.651,1.0,0.0283,79.798,4.0,0.152,Korean
Love Song,2PM,2013,26,Grown,0.327,0.476,244693.0,0.75,6.95e-05,4.0,0.153,-4.678,1.0,0.0423,77.977,4.0,0.521,Korean
The First Date,2PM,2013,19,Grown,0.328,0.778,191067.0,0.812,0.0,9.0,0.121,-4.239,0.0,0.0398,103.044,4.0,0.91,Korean
Go Back,2PM,2013,18,Grown,0.00434,0.696,217907.0,0.911,0.000336,10.0,0.0654,-5.03,1.0,0.0335,130.005,4.0,0.527,Korean
